livreId;closeness;betweenness;pagerank
77074;0.194505;0.000005;0.000612
77097;0.219937;0.000000;0.000694
77102;0.140800;0.000226;0.000472
77105;0.194080;0.000000;0.000635
77108;0.216770;0.000096;0.000677
77109;0.218925;0.000001;0.000691
77115;0.121520;0.000127;0.000412
77131;0.145130;0.000000;0.000476
77145;0.172985;0.000000;0.000568
773;0.218658;0.001369;0.000687
7735;0.210296;0.000004;0.000700
779;0.167210;0.000000;0.000545
78;0.221847;0.000001;0.000709
782;0.177545;0.000001;0.000558
7829;0.206127;0.000006;0.000668
7849;0.218165;0.000071;0.000689
785;0.196796;0.000000;0.000620
786;0.232120;0.000048;0.000745
7889;0.145909;0.001308;0.000491
790;0.168540;0.000380;0.000555
792;0.215345;0.000000;0.000693
798;0.091428;0.000000;0.000244
7986;0.212863;0.000008;0.000671
7999;0.156995;0.000054;0.000506
80;0.180124;0.000002;0.000565
805;0.217652;0.000000;0.000696
8102;0.132733;0.000000;0.000434
8106;0.214914;0.000003;0.000686
811;0.167630;0.000000;0.000545
8117;0.210959;0.000000;0.000696
8120;0.217450;0.000013;0.000688
8121;0.187637;0.000069;0.000610
8147;0.166218;0.003755;0.000529
815;0.210983;0.000004;0.000691
816;0.215018;0.000014;0.000697
8197;0.175407;0.000001;0.000569
82;0.209235;0.000093;0.000695
821;0.199574;0.000002;0.000669
829;0.230546;0.000135;0.000739
8299;0.218708;0.000004;0.000708
830;0.190963;0.000001;0.000605
8300;0.165935;0.000000;0.000542
831;0.224529;0.000140;0.000726
833;0.182530;0.000000;0.000581
834;0.230860;0.000064;0.000738
84;0.230528;0.000012;0.000737
8419;0.180964;0.000000;0.000589
8426;0.143129;0.000310;0.000478
8438;0.208737;0.000010;0.000657
844;0.179111;0.000001;0.000581
847;0.190904;0.000000;0.000601
8486;0.222401;0.000124;0.000699
8492;0.212503;0.000000;0.000681
851;0.165614;0.000151;0.000544
852;0.199750;0.000010;0.000642
8525;0.139286;0.005224;0.000471
8578;0.155234;0.000166;0.000515
8581;0.169113;0.000411;0.000552
86;0.225676;0.000009;0.000727
8601;0.206323;0.000003;0.000659
863;0.216868;0.000001;0.000687
8642;0.228888;0.000205;0.000740
8710;0.175993;0.000013;0.000564
876;0.171725;0.000000;0.000564
8775;0.199999;0.000038;0.000640
8795;0.191629;0.000109;0.000603
8800;0.193780;0.000034;0.000616
8813;0.190942;0.000000;0.000633
882;0.200947;0.000002;0.000671
883;0.199525;0.000000;0.000665
885;0.190139;0.000001;0.000612
8861;0.200620;0.000009;0.000654
887;0.220840;0.000128;0.000691
8954;0.218921;0.000000;0.000715
901;0.179369;0.000000;0.000576
902;0.166421;0.000006;0.000550
9070;0.169953;0.000000;0.000553
910;0.206401;0.000000;0.000657
9105;0.200630;0.000000;0.000629
914;0.214426;0.000070;0.000706
9151;0.215066;0.000000;0.000694
9182;0.204191;0.000000;0.000681
921;0.178914;0.000035;0.000582
925;0.212180;0.000018;0.000689
932;0.142880;0.000519;0.000475
9334;0.193692;0.000324;0.000644
935;0.215568;0.000101;0.000706
940;0.220049;0.000029;0.000723
944;0.204503;0.000014;0.000669
9611;0.232942;0.000507;0.000733
9622;0.182226;0.000152;0.000591
963;0.203519;0.000072;0.000682
9662;0.203704;0.000011;0.000640
967;0.201777;0.000005;0.000676
968;0.202404;0.000279;0.000678
969;0.220205;0.000081;0.000725
972;0.219482;0.000006;0.000696
974;0.221150;0.000004;0.000714
9745;0.221615;0.000035;0.000706
98;0.227011;0.000041;0.000740
9800;0.218808;0.000058;0.000687
9830;0.210131;0.000001;0.000685
986;0.173694;0.000000;0.000568
996;0.198265;0.000038;0.000660
9981;0.217755;0.000000;0.000705
